# non-physical-nouns.tsv
#
# 16958 single-word English common nouns for which NO sense in Open English
# WordNet 2024 inherits from `physical entity` or `thing`. Every sense of every
# lemma below traces upward to `abstraction`.
#
# Generated: 2026-08-20
#
# ---------------------------------------------------------------------------
# ATTRIBUTION (required — this file is a derivative work)
# ---------------------------------------------------------------------------
# Derived from Open English WordNet 2024
#   https://github.com/globalwordnet/english-wordnet
#   Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0)
#   https://creativecommons.org/licenses/by/4.0/
#
# Cite as:
#   John P. McCrae, Alexandre Rademaker, Francis Bond, Ewa Rudnicka and
#   Christiane Fellbaum (2019) "English WordNet 2019 - An Open-Source WordNet
#   for English." In Proceedings of the 10th Global WordNet Conference (GWC
#   2019), Wroclaw.
#
# CC BY 4.0 permits commercial use and redistribution provided attribution is
# given and changes are indicated. Changes made here: filtered to single-word
# lowercase noun lemmas; removed lemmas having any `physical entity` sense;
# annotated each remaining lemma with its immediate branch(es) under
# `abstraction`; no lexical content was altered.
# ---------------------------------------------------------------------------
#
# FORMAT: lemma<TAB>branches   (branches semicolon-separated when a lemma has
# senses in more than one branch)
#
# Branch counts (as sole branch):
#   attribute: 4983
#   event: 3738
#   psychological feature: 1707
#   communication: 1402
#   measure: 1029
#   group: 586
#   relation: 542
#   right: 8
#   absolute: 1
#   otherworld: 1
#   set: 1
#   (multi-branch lemmas: 2960)
#
# NOTE ON `group`: WordNet files collective nouns (crowd, committee, herd)
# under `abstraction`. 586 lemmas here are group-only and are arguably
# concrete. Filter with: awk -F'\t' '$2 !~ /group/' non-physical-nouns.tsv
#
lemma	branches
undependableness	attribute
underachievement	event
underbrush	group
underclass	group
undercurrent	event;psychological feature
underestimate	psychological feature
underestimation	psychological feature
underevaluation	psychological feature
underexposure	event
underground	group
undergrowth	group
underline	communication
undernourishment	attribute
underpayment	event;relation
underproduction	event
underrating	psychological feature
underreckoning	psychological feature
underscore	communication
understandability	attribute
understanding	communication;psychological feature
understatement	communication
understeer	attribute
undertaking	event
undertide	event
undertone	attribute;communication;psychological feature
undertow	attribute;event
undervaluation	psychological feature
underwood	group
underworld	group;psychological feature
undesirability	attribute
undine	psychological feature
undiscipline	attribute
undoing	event
undress	attribute
undulation	attribute;event
undutifulness	attribute
unease	attribute
uneasiness	attribute
unemotionality	attribute
unemployed	group
unemployment	attribute
unenlightenment	psychological feature
unequivocalness	attribute
unevenness	attribute
unexchangeability	attribute
unexpectedness	attribute
unfairness	attribute;event;psychological feature
unfaithfulness	attribute
unfamiliarity	attribute
unfastening	event
unfavorableness	attribute
unfavourableness	attribute
unfeasibility	attribute
unfeelingness	attribute
unfitness	attribute
unforgivingness	attribute
unfriendliness	attribute
ungainliness	attribute
ungodliness	attribute
ungracefulness	attribute
ungraciousness	attribute
ungrammaticality	attribute
ungratefulness	attribute
unhappiness	attribute
unhealthfulness	attribute
unhealthiness	attribute
unhelpfulness	attribute
unholiness	attribute
unhurriedness	attribute
unicorn	psychological feature
unification	attribute;event
uniformity	attribute
uniformness	attribute
unilateralism	psychological feature
unilaterality	attribute
unimportance	attribute
uninitiate	group
uninsurability	attribute
unintelligibility	attribute;communication
uninterestingness	attribute
unionisation	event
unionism	group
unionization	event
uniqueness	attribute
unison	attribute
unitariness	attribute
unitarism	psychological feature
uniting	event
unitisation	event;psychological feature
unitization	event;psychological feature
unity	attribute;measure
universalism	psychological feature
universality	attribute
unjustness	attribute
unkemptness	attribute
unkindness	attribute
unknowing	psychological feature
unknowingness	attribute;psychological feature
unlawfulness	attribute
unlikelihood	attribute
unlikeliness	attribute
unlikeness	attribute
unloading	event
unmalleability	attribute
unmanageableness	attribute
unmanliness	attribute
unmasking	event
unmercifulness	attribute
unmindfulness	attribute
unmusicality	attribute
unnaturalness	attribute
unneighborliness	attribute
unnoticeableness	attribute
unobtrusiveness	attribute
unoriginality	attribute;psychological feature
unorthodoxy	attribute;psychological feature
unpalatability	attribute
unpalatableness	attribute
unperceptiveness	attribute
unpermissiveness	attribute
unpersuasiveness	attribute
unpleasantness	attribute
unpleasingness	attribute
unpointedness	attribute
unpopularity	attribute
unpredictability	attribute
unpretentiousness	attribute
unproblematicalness	attribute
unproductiveness	attribute
unprofitability	attribute
unprofitableness	attribute
unpropitiousness	attribute
unprotectedness	attribute
unquestionability	attribute
unquestionableness	attribute
unrealism	psychological feature
unreality	attribute;psychological feature
unreason	attribute
unregularity	attribute
unrelatedness	relation
unreliability	attribute
unreliableness	attribute
unrespectability	attribute
unresponsiveness	attribute
unrest	attribute
unrestraint	attribute
unrighteousness	attribute
unruliness	attribute
unsanctification	attribute
unsanitariness	attribute
unsatisfactoriness	attribute
unsavoriness	attribute
unscrupulousness	attribute
unseasonableness	attribute
unseemliness	attribute
unseen	psychological feature
unselfconsciousness	attribute
unselfishness	attribute;event
unsightliness	attribute
unsimilarity	attribute
unskillfulness	psychological feature
unsnarling	event
unsociability	attribute
unsociableness	attribute
unsolvability	attribute
unsoundness	attribute;psychological feature
unstableness	attribute
unsteadiness	attribute
unsuitability	attribute
unsuitableness	attribute
unsusceptibility	attribute
untangling	event
unthoughtfulness	attribute
untidiness	attribute
untimeliness	attribute
untroublesomeness	attribute
untrustiness	attribute
untrustworthiness	attribute
untruth	communication
untruthfulness	attribute
untying	event
untypicality	attribute
unusefulness	attribute
unusualness	attribute
unvariedness	attribute
unveiling	communication;event
unwariness	attribute
unwellness	attribute
unwholesomeness	attribute
unwieldiness	attribute
unwillingness	attribute
unwiseness	attribute
unworthiness	attribute
unyieldingness	attribute
upbeat	attribute
upbraiding	communication
upbringing	attribute;event
update	communication;event
updating	event
upending	event
upheaval	attribute;event
upkeep	event
uplifting	event
uplink	event
uppercase	communication
uppercut	event
uppishness	attribute
uppityness	attribute
uprightness	attribute;relation
uprising	event
uproar	attribute;event
upsilon	communication
upstroke	communication
upsurge	event
upthrow	event
upthrust	event
uptick	event
uptime	measure
upturn	event
upvote	event
uraemia	attribute
uranalysis	event
uranology	psychological feature
uranoplasty	event
urarthritis	attribute
uratemia	attribute;psychological feature
uraturia	psychological feature
urbanity	attribute
uremia	attribute
ureteritis	psychological feature
ureterocele	attribute
ureterostenosis	attribute
urethritis	attribute
urethrocele	attribute
urge	attribute;psychological feature
urgency	attribute;event
urging	communication;event
uricaciduria	attribute;psychological feature
urinalysis	event
urodynia	psychological feature
urology	psychological feature
uropathy	attribute
urticaria	attribute;psychological feature
urtication	attribute;psychological feature
usability	attribute
usableness	attribute
usage	communication;event
useableness	attribute
usefulness	attribute
uselessness	attribute
using	event
usualness	attribute
usufruct	right
usurpation	event
usury	event;relation
ut	relation
utilisation	event
utilitarianism	psychological feature
utilization	attribute;event
utmost	attribute
utopia	attribute;communication
utterance	communication
uttermost	attribute
utterness	attribute
uveitis	psychological feature
uvulitis	psychological feature
uvulopalatopharyngoplasty	event
uxoriousness	attribute
v	communication
vac	measure
vacation	event;measure
vacationing	event
vacay	measure
vaccina	attribute
vaccinating	event
vaccination	event;psychological feature
vaccinia	attribute
vacillation	attribute;event
vacuolation	attribute
vacuolisation	attribute
vacuolization	attribute
vacuousness	psychological feature
vagabondage	event
vagary	event
vaginismus	event
vaginitis	psychological feature
vaginocele	attribute
vagrancy	attribute
vagueness	attribute
vainglory	attribute
vaisya	group
valediction	event
valedictory	event
valence	attribute
valetudinarianism	attribute
valgus	attribute
valiance	attribute
valiancy	attribute
validation	event;psychological feature
validity	attribute
validness	attribute
valor	attribute
valorousness	attribute
valour	attribute
valse	event;psychological feature
valuable	relation
valuableness	attribute
valuation	psychological feature;relation
value	attribute;measure;psychological feature
valuelessness	attribute
values	psychological feature
valvotomy	event
valvulitis	psychological feature
valvulotomy	event
vampire	psychological feature
vampirism	event;psychological feature
vandalism	event
vanguard	group;psychological feature
vanishing	event
vapidity	attribute
vapidness	attribute
vaporing	event
vaporousness	attribute
vapors	attribute
vapourousness	attribute
vapours	attribute
var	measure
var.	group
vara	measure
variability	attribute
variableness	attribute
variance	attribute;event;psychological feature
variant	event;group;psychological feature
variate	psychological feature
varicella	attribute
varicocele	attribute
varicosis	attribute
varicosity	attribute
variedness	attribute
variegation	attribute;event
variety	attribute;event;group;psychological feature
variola	attribute
variolation	event
variolization	event
varix	attribute
varna	group
varsity	group
varus	attribute
vascularity	attribute
vasculitis	psychological feature
vasectomy	event
vasoconstriction	event
vasodilation	event
vasosection	event
vasotomy	event
vasovasostomy	event
vasovesiculitis	psychological feature
vassalage	attribute
vastness	attribute
vaticination	psychological feature
vaudeville	event
vaunt	event
veering	event
vehemence	attribute
velar	relation
velleity	attribute;psychological feature
vellication	psychological feature
velocity	relation
velvetiness	attribute
venality	attribute
vendetta	event
vending	event
vendition	event
vendue	event
venerability	attribute
venerableness	attribute
veneration	attribute;event
venesection	event
vengeance	event
vengefulness	attribute
venipuncture	event
venire	group
venography	event
venomousness	attribute
venting	event
ventriloquism	psychological feature
ventriloquy	psychological feature
venture	event;relation
venturesomeness	attribute
veracity	attribute
verb	group;relation
verbalisation	communication;event
verbalism	communication;event
verbalization	communication;event
verbiage	communication
verbolatry	event
verboseness	communication
verbosity	communication
verdancy	attribute
verdict	event
verifiability	attribute
verification	communication;psychological feature
verisimilitude	attribute
verity	attribute;psychological feature
vermilion	attribute
vernacular	communication
vernation	group
verruca	attribute
versatility	attribute
verse	communication
versicle	communication
versification	communication;event
version	communication;event;psychological feature
verst	measure
verticality	relation
verticalness	relation
verticil	attribute
verticilliosis	attribute
vertigo	psychological feature
vertu	attribute;psychological feature
verve	attribute
vesicopapule	attribute
vesiculitis	psychological feature
vesper	event
vespers	psychological feature
vestige	communication
veterancy	attribute
veto	attribute;event
vexation	attribute;event;psychological feature
viability	attribute
viatication	event
viaticus	event
vibe	attribute
vibrancy	attribute
vibration	attribute;event
vibrato	event
vicariate	group
vicarship	group
viceroyship	event
viciousness	attribute
vicissitude	attribute;event
victimisation	event
victimization	attribute;event
victory	event
